A0A061ACU2	A0A061ACU2
Q9NZE8	Q9NZE8
Q9NZH6	Q9NZH6
Q9NZI6	Q9NZI6
Q9NZI6	Q3UNW5
Q9NZI6	Q12800
Q9NZI6	Q9NZI7
Q9NZJ0	Q9NZJ0
Q9NZM4	Q9NZM4
Q9NZM5	Q9NZM5
Q9NZM5	Q8BK35
Q9NZN3	Q9NZN3
Q9NZN3	Q4V8H8
Q9NZN3	Q8BH64
Q9NZN3	Q9EQP2
Q9NZN3	Q9H4M9
Q9NZN3	Q9NZN4
Q9NZN3	Q9WVK4
Q9NZN3	Q94CF0
Q9NZN3	B3LF48
Q9NZN9	Q9NZN9
Q9NZP6	Q9NZP6
Q9NZQ3	Q9NZQ3
Q9NZZ3	Q9NZZ3
Q9P000	Q9P000
Q9P013	Q9P013
Q9P032	Q9P032
Q9P0J0	Q9P0J0
Q9P0J0	Q9ERS2
Q9P0K7	Q9P0K7
Q9P0N8	Q9P0N8
Q9P0N8	Q8TCQ1
Q9P0N9	Q9P0N9
Q9P0P8	Q9P0P8
Q9P0R6	Q9P0R6
Q9P0S2	Q9P0S2
Q9P0U1	Q9P0U1
Q9P0U4	Q9P0U4
Q9P0U4	Q9CWW7
Q9P0U4	Q9W352
Q9P0W2	Q9P0W2
Q9P0Z9	Q9P0Z9
Q9P127	Q9P127
Q9P1T7	Q9P1T7
Q9P1Z0	Q9P1Z0
Q9P1Z3	Q9P1Z3
Q9P1Z3	O88705
Q9P1Z3	Q9Y3Q4
Q9P1Z3	O60741
Q9P1Z3	O70507
Q9P1Z3	O88703
Q9P1Z3	O88704
Q9P1Z3	Q9JKA7
Q9P1Z3	Q9JKA9
Q9P1Z3	Q9TV66
Q9P1Z3	Q9UL51
Q9P212	Q9P212
Q9P258	Q9P258
Q9P267	Q9P267
Q9P275	Q9P275
Q9P287	Q9P287
Q9P2D0	Q9P2D0
Q9P2D8	Q9P2D8
Q9P2H5	Q9P2H5
Q9P2H5	Q8NB14
Q9P2N6	Q9P2N6
Q9P2P6	Q9P2P6
Q9P2W1	Q9P2W1
Q9P2W1	O35047
Q9P2W1	Q9FX64
Q9P2Y4	Q9P2Y4
Q9P2Y4	Q6IQX8
Q9P2Y4	O15090
Q9P2Y4	Q8K083
Q9P6L9	Q9P6L9
Q9P6S5	Q9P6S5
Q9P7A0	Q9P7A0
Q9P7M3	Q9P7M3
Q9P7M3	P38324
Q9P7P1	Q9P7P1
Q9P7P2	Q9P7P2
Q9P7T4	Q9P7T4
Q9P802	Q9P802
Q9P802	Q9NYP9
Q9P804	Q9P804
Q9P804	P15565
Q9QVP9	Q9QVP9
Q9QVP9	P70600
Q9QVP9	Q14289
Q9QVP9	Q00944
Q9QVP9	O35346
Q9QVP9	P34152
Q9QVP9	Q05397
Q9QWH1	Q9QWH1
Q9QWH1	Q8IXK0
Q9QWH1	Q8NDX5
Q9QWH1	P78364
Q9QWH1	Q64028
Q9QWV4	Q9QWV4
Q9QX74	Q9QX74
Q9QX75	Q9QX75
Q9QX75	Q13061
Q9QX98	Q9QX98
Q9QX98	Q64305
Q9QXK9	Q9QXK9
Q9QXM1	Q9QXM1
Q9QXN0	Q9QXN0
Q9QXV1	Q9QXV1
Q9QXV1	Q9HC52
Q9QXV1	O95503
Q9QXV1	Q9DBY5
Q9QXX8	Q9QXX8
Q9QXX8	Q9UHK0
Q9QY02	Q9QY02
Q9QY02	E9Q5K9
Q9QY02	Q96MU7
Q9QY24	Q9QY24
Q9QY24	Q9H171
Q9QY93	Q9QY93
Q9QY93	Q9H773
Q9QYE3	Q9QYE3
Q9QYE3	Q9H165
Q9QYH6	Q9QYH6
Q9QYH6	Q9ES73
Q9QYJ6	Q9QYJ6
Q9QYJ6	Q9Y233
Q9QYJ6	O00408
Q9QYJ6	Q01062
Q9QYJ6	Q922S4
Q9QYJ6	Q9HCR9
Q9QYJ6	Q9VFI9
Q9QYK3	Q9QYK3
Q9QYL0	Q9QYL0
Q9QYW0	Q9QYW0
Q9QYW0	Q9JKX4
Q9QYW0	Q9NY61
Q9QZ04	Q9QZ04
Q9QZ59	Q9QZ59
Q9QZA2	Q9QZA2
Q9QZM5	Q9QZM5
Q9QZM5	Q9NYB9
Q9QZQ8	Q9QZQ8
Q9QZQ8	O75367
Q9QZQ8	Q9P0M6
Q9QZQ8	Q8CCK0
Q9QZR8	Q9QZR8
Q9QZS8	Q9QZS8
Q9QZS8	Q8N5H7
Q9R037	Q9R037
Q9R037	Q9XSC3
Q9R080	Q9R080
Q9R080	Q6IR34
Q9R080	Q86YR5
Q9R080	Q8VDU0
Q9R080	P81274
Q9R085	Q9R085
Q9R085	Q9Y4E8
Q9R085	P35123
Q9R085	Q13107
Q9R085	P35125
Q9R085	P51784
Q9R0A0	Q9R0A0
Q9R0A0	O75381
Q9R0A0	Q642G4
Q9R0N6	Q9R0N6
Q9R0N6	Q9R0N7
Q9R0N6	Q62747
Q9R0N6	P40748
Q9R0N6	Q8IYJ3
Q9R0N6	Q99N80
Q9R0N6	Q9HCH5
Q9R0N6	Q99N50
Q9R0N6	Q9R0N8
Q9R0W5	Q9R0W5
Q9R0W5	Q9NY37
Q9R0W5	Q708S6
Q9R0W5	P55926
Q9R0W5	Q16515
Q9R0W5	Q1XA76
Q9R0W5	Q62962
Q9R0W5	Q6NXK8
Q9R0W5	Q925H0
Q9R0W5	O35240
Q9R0W5	P78348
Q9R0W5	Q708S7
Q9R0W5	Q9UHC3
Q9R0W5	Q708S4
Q9R0W5	Q708S3
Q9R0X4	Q9R0X4
Q9R0X4	S4TF94
Q9R1C0	Q9R1C0
Q9R1C0	Q9D3R9
Q9R1C0	Q9VHY5
Q9R1C0	O13701
Q9R1C7	Q9R1C7
Q9R1C7	O75400
Q9R1C7	F4JCC1
Q9R1C7	Q6NWY9
Q9R1L5	Q9R1L5
Q9R1L5	Q810W7
Q9R1M5	Q9R1M5
Q9R1P0	Q9R1P0
Q9R1P0	P25789
Q9R1P0	P17220
Q9R1P0	P25787
Q9R1P0	P49722
Q9R1P0	P23638
Q9R1P0	P23639
Q9R1P0	Q9QUM9
Q9R1P0	P60900
Q9R1P0	P21243
Q9R1P0	P21242
Q9R1P0	P25788
Q9R1P0	O59770
Q9R1P0	P25786
Q9R1P0	O14818
Q9R1P0	Q9CWH6
Q9R1P0	P28066
Q9R1P0	P30186
Q9R1P0	P32379
Q9R1P0	P40302
Q9R1P0	P40303
Q9R1P0	Q9UT97
Q9R1T5	Q9R1T5
Q9R1T5	Q91XE4
Q9R1X4	Q9R1X4
Q9R1X4	Q9Z2Y1
Q9R1X4	Q9UNS1
Q9R226	Q9R226
Q9R226	O75525
Q9R226	Q9JLP1
Q9R226	Q9WU01
Q9R226	Q60749
Q9R226	Q07666
Q9R237	Q9R237
Q9R237	Q9UQF2
Q9R269	Q9R269
Q9S713	Q9S713
Q9S713	Q84V18
Q9S736	Q9S736
Q9S736	Q9LUB7
Q9S736	Q10PC5
Q9S745	Q9S745
Q9S752	Q9S752
Q9S752	Q9D074
Q9S752	O60291
Q9S7B5	Q9S7B5
Q9S7D1	Q9S7D1
Q9S7E9	Q9S7E9
Q9S7E9	Q9LR30
Q9S7E9	P52892
Q9S7E9	P52893
Q9S7E9	F4I7I0
Q9S7I0	Q9S7I0
Q9S7W5	Q9S7W5
Q9S7Z2	Q9S7Z2
Q9S7Z2	Q9LMX5
Q9S7Z2	Q10Q07
Q9S7Z2	Q9LQ98
Q9S814	Q9S814
Q9S816	Q9S816
Q9S850	Q9S850
Q9S850	Q07116
Q9S9N6	Q9S9N6
Q9SA14	Q9SA14
Q9SA14	Q9FMT1
Q9SA52	Q9SA52
Q9SA52	Q9LYA9
Q9SA98	Q9SA98
Q9SA98	Q13686
Q9SA98	P0CB42
Q9SAA2	Q9SAA2
Q9SAA2	Q8L770
Q9SAA2	Q8LB10
Q9SAA2	Q9XJ35
Q9SAA2	Q9S834
Q9SAA2	P56772
Q9SAA2	Q16740
Q9SAA2	O88696
Q9SAA2	Q27539
Q9SAA2	Q9FN42
Q9SAA2	Q94B60
Q9SAA2	Q9SXJ6
Q9SAA2	Q9XJ36
Q9SAC6	Q9SAC6
Q9SAC6	Q9AWA5
Q9SAH8	Q9SAH8
Q9SAH8	O54902
Q9SAH8	P49281
Q9SAH8	P49282
Q9SAH8	Q21433
Q9SAH8	Q21434
Q9SAH8	Q95XG8
Q9SAH8	P38925
Q9SAL0	Q9SAL0
Q9SAL0	Q9SS90
Q9SAL0	Q8RX26
Q9SAL0	Q9LY87
Q9SB47	Q9SB47
Q9SCJ9	Q9SCJ9
Q9SCL7	Q9SCL7
Q9SDW0	Q9SDW0
Q9SE43	Q9SE43
Q9SE83	Q9SE83
Q9SE83	Q9LQ55
Q9SEE9	Q9SEE9
Q9SEL5	Q9SEL5
Q9SEL7	Q9SEL7
Q9SEL7	O22609
Q9SEL7	Q9LU10
Q9SEL7	Q9VFJ3
Q9SEL7	Q9JIY5
Q9SEL7	O43464
Q9SF47	Q9SF47
Q9SF47	Q9FMN2
Q9SFB0	Q9SFB0
Q9SFU0	Q9SFU0
Q9SFU0	O95487
Q9SFU0	P53992
Q9SG86	Q9SG86
Q9SG86	O22208
Q9SGA2	Q9SGA2
Q9SGH4	Q9SGH4
Q9SGS4	Q9SGS4
Q9SGY2	Q9SGY2
Q9SGY2	O13907
Q9SHJ5	Q9SHJ5
Q9SHZ6	Q9SHZ6
Q9SI37	Q9SI37
Q9SI37	Q6VWJ6
Q9SI37	O22921
Q9SI37	Q8S8P5
Q9SI37	Q9XI90
Q9SI64	Q9SI64
Q9SI64	O23141
Q9SID1	Q9SID1
Q9SID1	Q96288
Q9SID1	Q9LQZ7
Q9SID1	Q9SJU5
Q9SID1	Q9SYM2
Q9SIE1	Q9SIE1
Q9SIE1	Q5F4K8
Q9SIU2	Q9SIU2
Q9SIV2	Q9SIV2
Q9SIV5	Q9SIV5
Q9SIW2	Q9SIW2
Q9SIY3	Q9SIY3
Q9SJ50	Q9SJ50
Q9SJF1	Q9SJF1
Q9SJF1	Q9H089
Q9SJH0	Q9SJH0
Q9SJH0	Q9SKX1
Q9SJQ6	Q9SJQ6
Q9SJQ6	Q8LK56
Q9SJQ9	Q9SJQ9
Q9SJQ9	F4KGQ0
Q9SJQ9	Q9LF98
Q9SJQ9	P05062
Q9SJQ9	P07752
Q9SJQ9	Q9SJU4
Q9SJQ9	Q944G9
Q9SJQ9	Q9ZU52
Q9SJQ9	P16096
Q9SJQ9	Q42690
Q9SJQ9	Q01517
Q9SJW9	Q9SJW9
Q9SJX7	Q9SJX7
Q9SJZ6	Q9SJZ6
Q9SK50	Q9SK50
Q9SK50	O49931
Q9SKT0	Q9SKT0
Q9SKT1	Q9SKT1
Q9SL05	Q9SL05
Q9SL92	Q9SL92
Q9SL95	Q9SL95
Q9SLB9	Q9SLB9
P03874	P03874
P06180	P06180
P06180	Q99MD9
P06267	P06267
P06269	P06269
P06269	P06505
P06269	P09562
P06269	Q9XQN8
P07236	P07236
P07236	Q8BLY2
P07236	O04630
P07390	P07390
P08212	P08212
P08212	P69447
P08212	Q37304
P08433	P08433
P08468	P08468
P08580	P08580
P08580	Q02608
P08580	P82915
P08580	Q9Y3D3
P08580	Q9LTS6
P08657	P08657
P09007	P09007
P09596	P09596
P09596	P08529
P09596	Q7SBJ8
P09596	P35996
P09596	Q93Z17
P09597	P09597
P09932	P09932
P0C2B6	P0C2B6
P0C2B6	Q4U2R6
P0C2B9	P0C2B9
P0C2B9	Q9Y6G3
P0C2B9	P82927
P0C2C1	P0C2C1
P0C2C1	Q8TCC3
P0C2C1	Q58DV5
P0CG12	P0CG12
P0CT58	P0CT58
P0CT58	P62244
P0CT61	P0CT61
P0CT61	P0CT60
P0CT67	P0CT67
P0CT73	P0CT73
P0CT73	P62280
P0CU09	P0CU09
P0CU09	P0CU08
P0CY11	P0CY11
P0CY11	P0CY10
P0DH90	P0DH90
P0DOW4	P0DOW4
P0DPG3	P0DPG3
P0DW10	P0DW10
P0DW10	Q7SBA0
P0DXC1	P0DXC1
P0DYC3	P0DYC3
P10663	P10663
P10663	Q7SF85
P10663	Q9GGE2
P10663	P06507
P11115	P11115
P11638	P11638
P11860	P11860
P12354	P12354
P14905	P14905
P15325	P15325
P15771	P15771
P15771	P19338
P15847	P15847
P16547	P16547
P17558	P17558
P17937	P17937
P17937	P25457
P17937	O60143
P17937	P40693
P18492	P18492
P18492	Q42522
P18496	P18496
P19173	P19173
P21245	P21245
P21727	P21727
P21727	P49133
P21727	P11869
P21727	Q8RXN3
P21727	Q9M5A9
P22342	P22342
P22342	P00076
P22342	P84029
P22342	P00002
P22342	P00004
P22342	P00011
P22342	P00015
P22342	P00044
P22342	P19974
P22342	P62894
P22342	P62897
P22342	P62898
P22342	P67881
P22342	P99999
P22342	O23138
P22342	P00003
P22342	P00007
P22342	P00008
P22342	P00012
P22342	P00013
P22342	P00014
P22342	P00017
P22342	P00018
P22342	P00019
P22342	P00020
P22342	P00021
P22342	P00022
P22342	P00025
P22342	P00026
P22342	P00027
P22342	P00028
P22342	P00031
P22342	P00043
P22342	P00045
P22342	P00046
P22342	P00048
P22342	P00051
P22342	P00061
P22342	P00064
P22342	P00068
P22342	P00070
P22342	P00077
P22342	P00078
P22342	P21665
P22342	P62895
P22342	P67882
P22342	P68096
P22342	P68097
P22342	P68098
P22342	P68099
P22342	P68100
P22342	P68517
P22342	P68518
P22342	P68519
P22342	P81280
P22342	P92504
P22342	P99998
P22342	Q0DI31
P22342	P00024
P22342	P00029
P22342	P00030
P22342	P00032
P22342	P00035
P22342	P00036
P22342	P00037
P22342	P00038
P22342	P00039
P22342	P00040
P22342	P00041
P22342	P00042
P22342	P00047
P22342	P00049
P22342	P00052
P22342	P00053
P22342	P00054
P22342	P00056
P22342	P00057
P22342	P00058
P22342	P00059
P22342	P00060
P22342	P00062
P22342	P00063
P22342	P00065
P22342	P00066
P22342	P00067
P22342	P00069
P22342	P00071
P22342	P00072
P22342	P00073
P22342	P00074
P22342	P00075
P22342	P12831
P22342	P56205
P22342	P62772
P22342	P62773
P22342	P62896
P22342	P81459
P22342	P84030
P22342	P00079
P22697	P22697
P23180	P23180
P23230	P23230
P23326	P23326
P23500	P23500
P23500	P10566
P23500	Q94AG6
P23500	P38921
P23500	Q03829
P24226	P24226
P24391	P24391
P24391	P23644
P24499	P24499
P24642	P24642
P24642	P24641
P24919	P24919
P24929	P24929
P24929	P02398
P25284	P25284
P25284	Q9DC69
P25420	P25420
P25420	P10809
P25420	P21240
P25420	Q9LJE4
P25420	P08927
P25420	P29197
P25420	Q8L7B5
P25420	P29185
P25420	Q05045
P25420	Q05046
P25420	Q93ZM7
P25420	P08926
P25420	P21238
P25420	Q42694
P25420	O60008
P25420	P19882
P25420	Q09864
P25584	P25584
P25642	P25642
P25642	Q13405
P25642	Q7S518
P26269	P26269
P26269	Q09171
P26269	Q86HX0
P26269	P32473
P26269	Q38799
P26269	Q7K5K3
P26269	P21839
P28625	P28625
P28803	P28803
P28803	Q2TBR2
P28803	Q9BYC9
P28805	P28805
P28807	P28807
P30155	P30155
P30155	P82190
P30706	P30706
P30706	Q43307
P30706	Q43869
P32388	P32388
P32451	P32451
P32453	P32453
P32493	P32493
P34231	P34231
P34234	P34234
P34250	P34250
P34784	P34784
P35195	P35195
P35735	P35735
P36038	P36038
P36069	P36069
P36078	P36078
P36141	P36141
P36177	P36177
P36213	P36213
P36213	Q9S7H1
P36213	P12353
P36534	P36534
P37225	P37225
P37225	Q8L7K9
P37225	P37224
P37225	Q9SIU0
P37225	P16243
P37225	Q9CA83
P37225	P23368
P37225	Q16798
P37225	P36013
P38081	P38081
P38172	P38172
P38197	P38197
P38281	P38281
P38325	P38325
P38771	P38771
P38790	P38790
P38804	P38804
P38809	P38809
P38809	Q05518
P38809	Q9UU83
P38828	P38828
P38848	P38848
P38852	P38852
P38858	P38858
P38858	Q84WW2
P38858	P50278
P38872	P38872
P38885	P38885
P38885	P38884
P38969	P38969
P39682	P39682
P39961	P39961
P39965	P39965
P40073	P40073
P40075	P40075
P40075	Q9Z270
P40075	Q9P0L0
P40084	P40084
P40087	P40087
P40090	P40090
P40096	P40096
P40096	Q8LCG7
P40096	Q655V5
P40096	P70353
P40096	Q13952
P40096	A6BLW4
P40096	Q02516
P40096	Q9XE33
P40096	O17072
P40121	P40121
P40121	P24452
P40160	P40160
P40161	P40161
P40164	P40164
P40167	P40167
P40202	P40202
P40205	P40205
P40208	P40208
P40228	P40228
P40228	O80507
P40228	P67870
P40228	O81275
P40228	P40229
P40237	P40237
P40237	P27701
P40237	P11049
P40237	P40240
P40237	P21926
P40237	P48509
P40237	P19075
P40237	P60033
P40237	P35762
P40237	P62079
P40237	O95858
P40237	F7BWT7
P40237	Q22495
P40237	Q8NG11
P40237	Q8R3S2
P40237	Q86UF1
P40237	Q6AYR9
P40237	O60635
P40237	Q61451
P40237	P19397
P40237	O14817
P40305	P40305
P40305	Q9H2X8
P40305	P09912
P40316	P40316
P40318	P40318
P40337	P40337
P40344	P40344
P40345	P40345
P40356	P40356
P40360	P40360
P40360	Q1K8F6
P40362	P40362
P40368	P40368
P40380	P40380
P40381	P40381
P40387	P40387
P40457	P40457
P40458	P40458
P40460	P40460
P40465	P40465
P40466	P40466
P40466	P41813
P40466	O60129
P40467	P40467
P40471	P40471
P40477	P40477
P40492	P40492
P40498	P40498
P40498	Q6PEH4
P40498	Q68CQ4
P40498	Q8H1E7
P40505	P40505
P40506	P40506
P40515	P40515
P40530	P40530
P40535	P40535
P40541	P40541
P40543	P40543
P40547	P40547
P40548	P40548
P40554	P40554
P40554	Q9BTM9
P40565	P40565
P40565	O94290
P40566	P40566
P40568	P40568
P40571	P40571
P40573	P40573
P40630	P40630
P40630	Q00059
P40688	P40688
P40692	P40692
P40692	P38920
P40692	P54278
P40692	P14242
P40847	P40847
P40848	P40848
P40848	Q9H0D6
P40848	Q9U299
P40848	Q9VM71
P40848	Q02792
P40848	Q9FQ02
P40848	Q9FQ03
P40850	P40850
P40917	P40917
P40917	Q03935
P40923	P40923
P40957	P40957
P40968	P40968
P40968	O43071
P40968	O60508
P40992	P40992
P40993	P40993
P40995	P40995
P41002	P41002
P41046	P41046
P41047	P41047
P41047	P48023
P41073	P41073
P41133	P41133
P41133	P41138
P41133	Q02535
P41133	P20067
P41133	P41134
P41133	P41135
P41133	P41136
P41133	P47928
P41133	P41139
P41161	P41161
P41223	P41223
P41226	P41226
P41226	O94609
P41226	P22515
P41226	P22314
P41229	P41229
P41229	Q9BY66
P41229	Q9UGL1
P41229	Q80Y84
P41229	F4I240
P41229	Q23541
P41229	Q3UXZ9
P41229	P29375
P41229	Q9VMJ7
P41247	P41247
P41247	Q96AD5
P41252	P41252
P41277	P41277
P41277	P40106
P41318	P41318
P41318	O74184
P41348	P41348
P41541	P41541
P41541	O60763
P41546	P41546
P41562	P41562
P41562	O75874
P41562	O88844
P41562	P54071
P41562	P56574
P41562	O13294
P41562	Q8LPJ5
P41562	Q9SLK0
P41562	P21954
P41695	P41695
P41696	P41696
P41698	P41698
P41779	P41779
P41779	P40427
P41779	P41778
P41779	P40424
P41812	P41812
P41846	P41846
P41895	P41895
P41896	P41896
P41903	P41903
P41920	P41920
P41933	P41933
P41958	P41958
P42073	P42073
P42166	P42166
P42208	P42208
P42208	P28661
P42208	P40797
P42208	P48010
P42208	Q8IYM1
P42208	O60165
P42338	P42338
P42338	O00443
P42338	O00750
P42338	P48736
P42338	Q9TXI7
P42356	P42356
P42526	P42526
P42526	P13231
P42566	P42566
P42566	P42567
P42566	Q60902
P42677	P42677
P42695	P42695
P42698	P42698
P42698	Q96I25
P42731	P42731
P42731	P11940
P42731	P04147
P42731	P31209
P42731	Q96DU9
P42736	P42736
P42736	A0MES8
P42736	O22259
P42736	O82132
P42736	O82339
P42736	Q8H0T5
P42736	Q9LDE4
P42736	Q9M374
P42736	Q9SSA8
P42736	O82503
P42736	Q9SUQ2
P42736	Q9SUE3
P42736	Q9FK12
P42771	P42771
P42771	P55273
P42771	Q9Z205
P42774	P42774
P42774	P42775
P42774	P42776
P42774	Q84LG2
P42774	Q501B2
P42774	P25032
P42838	P42838
P42844	P42844
P42844	Q5SXM8
P42845	P42845
P42858	P42858
P42935	P42935
P42935	Q6IA86
P42945	P42945
Q80WB5	Q80WB5
Q80WE1	Q80WE1
Q80WE1	P35922
Q80WE1	Q06787
Q80WE1	P51114
Q80WE4	Q80WE4
Q80WE4	Q96Q89
Q80WJ1	Q80WJ1
Q80WT4	Q80WT4
Q80X86	Q80X86
Q80X86	Q5T9G4
Q80YF9	Q80YF9
Q80Z29	Q80Z29
Q80Z29	P43490
Q80Z30	Q80Z30
Q80Z30	Q8WY54
Q80Z37	Q80Z37
Q80Z37	Q9NS56
Q80ZD3	Q80ZD3
Q80ZD3	Q86WA9
Q80ZD3	P45380
Q80ZD3	P58735
Q80ZD3	Q9R155
Q80ZD3	O43511
Q80ZD3	Q9R154
Q80ZD3	Q8BU91
Q80ZD3	Q7LBE3
Q80ZD3	Q8CIW6
Q80ZD3	A0FKN5
Q80ZD3	P40879
Q80ZD3	P50443
Q80ZD3	O70531
Q80ZD3	Q99NH7
Q80ZD3	D7PC76
Q80ZD3	Q9EPH0
Q80ZD3	Q9JKQ2
Q80ZD3	Q9BXS9
Q80ZD3	Q8TE54
Q80ZD3	Q8R2Z3
Q80ZG2	Q80ZG2
Q80ZG2	Q96DU7
Q80ZG6	Q80ZG6
Q80ZG6	Q99ML1
Q80ZG6	Q9BXH1
Q80ZI1	Q80ZI1
Q80ZQ9	Q80ZQ9
Q810H6	Q810H6
Q810H6	Q9NRI5
Q810M5	Q810M5
Q810M5	Q9UIJ5
Q810M5	P59267
Q810M5	Q5W0Z9
Q810M6	Q810M6
Q811D2	Q811D2
Q811H0	Q811H0
Q811H0	B2RXF5
Q811H0	Q9WUK6
Q811H0	Q99592
Q811H0	Q64321
Q811H0	O88282
Q811H0	P41182
Q811H0	P41183
Q811H0	P98182
Q811H0	Q9QZ48
Q811H0	O88939
Q811H0	O95365
Q84JE8	Q84JE8
Q84JF5	Q84JF5
Q84JG2	Q84JG2
Q84JH7	Q84JH7
Q84JU6	Q84JU6
Q84JZ6	Q84JZ6
Q84JZ6	O22793
Q84JZ6	Q9C7Y2
Q84JZ6	O82169
Q84JZ6	O49429
Q84JZ6	Q9LKA5
Q84JZ6	Q9LPZ1
Q84JZ6	O48582
Q84JZ6	Q9CAH0
Q84LK0	Q84LK0
Q84LM4	Q84LM4
Q84MB5	Q84MB5
Q84MZ4	Q84MZ4
Q84N64	Q84N64
Q84ST4	Q84ST4
Q84ST4	Q8LEU3
Q84TH4	Q84TH4
Q84TH9	Q84TH9
Q84TI7	Q84TI7
Q84TI7	Q0D9S3
Q84TI7	Q0JNB6
Q84V03	Q84V03
Q84VQ1	Q84VQ1
Q84VQ1	Q9SCY5
Q84VQ4	Q84VQ4
Q84VZ1	Q84VZ1
Q84W56	Q84W56
Q84WV6	Q84WV6
Q84WV6	F4KAF2
Q84WV6	F4JRS4
Q84WV6	Q56Y74
Q84XV2	Q84XV2
Q865Y9	Q865Y9
Q867Z4	Q867Z4
Q867Z4	P42283
Q867Z4	P42284
Q867Z4	Q7KQZ4
Q867Z4	Q9V5M3
Q867Z4	Q9V5M6
Q86B87	Q86B87
Q86BP6	Q86BP6
Q86BY9	Q86BY9
Q86MA2	Q86MA2
Q86MD3	Q86MD3
Q86MI0	Q86MI0
Q86MV5	Q86MV5
Q86NP2	Q86NP2
Q86PD7	Q86PD7
Q86TB3	Q86TB3
Q86TC9	Q86TC9
Q86TG1	Q86TG1
Q86TG7	Q86TG7
Q86TP1	Q86TP1
Q86TS9	Q86TS9
Q86TS9	P0C2B7
Q86TV6	Q86TV6
Q86TW2	Q86TW2
Q86TW2	Q06567
Q86U28	Q86U28
Q86U28	O96161
Q86U28	Q12425
Q86U90	Q86U90
Q86U90	Q3U5F4
Q86UA6	Q86UA6
Q86UA6	Q9W704
Q86UB2	Q86UB2
Q86UK7	Q86UK7
Q86UQ0	Q86UQ0
Q86US8	Q86US8
Q86UT6	Q86UT6
Q86UV5	Q86UV5
Q86UW2	Q86UW2
Q86UW2	Q80WK2
Q86V15	Q86V15
Q86V20	Q86V20
Q86V97	Q86V97
Q86VE9	Q86VE9
Q86VE9	Q9QZI9
Q86VE9	Q13530
Q86VI4	Q86VI4
Q86VP1	Q86VP1
Q86VP3	Q86VP3
Q86VP6	Q86VP6
Q86VP6	G5ED41
Q86VP6	Q5BAH2
Q86VP6	Q9R0L4
Q86VZ6	Q86VZ6
Q86W26	Q86W26
Q86W42	Q86W42
Q86W42	Q8L4M1
Q86W50	Q86W50
Q86W50	Q09357
Q86W50	O42662
Q86W54	Q86W54
Q86W54	Q6P926
Q86WA8	Q86WA8
Q86WA8	Q7KUT2
Q86WA8	P36775
Q86WA8	P93655
Q86WA8	P93648
Q86WA8	Q8CGK3
Q86WA8	P36776
Q86WA8	F7VNF8
Q86WB0	Q86WB0
Q86WB7	Q86WB7
Q86WP2	Q86WP2
Q86WP2	Q6NXH3
Q86WQ0	Q86WQ0
Q86WR0	Q86WR0
Q86WV1	Q86WV1
Q86WV5	Q86WV5
Q86WV5	Q9D7K2
Q86WX3	Q86WX3
Q86WX3	Q8C6B9
Q86X29	Q86X29
Q86X51	Q86X51
Q86XA0	Q86XA0
Q86XA0	A2AA28
Q86XE0	Q86XE0
Q86XE0	Q9Y5X3
Q86XE0	Q9UNH7
Q86XI2	Q86XI2
Q86XK2	Q86XK2
Q86XK2	Q94251
Q86XK3	Q86XK3
Q86XK3	Q8BP27
Q8TF63	Q8TF63
Q8VC49	Q8VC49
Q8VCF0	Q8VCF0
Q8VCF0	Q7Z434
Q8VCM2	Q8VCM2
Q8VCM2	Q8NFA2
Q8VDF2	Q8VDF2
Q8VDF2	Q96T88
Q8VDF2	Q96PU4
Q8VDF2	Q7TMI3
Q8VDF2	Q9FKA7
Q8VDF2	Q8VYZ0
Q8VDL9	Q8VDL9
Q8VDP4	Q8VDP4
Q8VDP4	Q8N163
Q8VDS3	Q8VDS3
Q8VDS3	O95931
Q8VDY4	Q8VDY4
Q8VE70	Q8VE70
Q8VE70	Q17958
Q8VEE1	Q8VEE1
Q8VEE1	O43900
Q8VEE1	Q80VL3
Q8VEH6	Q8VEH6
Q8VEK3	Q8VEK3
Q8VEK3	Q00839
Q8VEK3	Q9BUJ2
Q8VEK3	Q00PI9
Q8VHL0	Q8VHL0
Q8VHL0	Q13336
Q8VHL0	Q5QF96
Q8VHQ2	Q8VHQ2
Q8VHQ2	O14512
Q8VHT6	Q8VHT6
Q8VHW8	Q8VHW8
Q8VHW8	Q9JJV4
Q8VHW8	Q8VHW2
Q8VIE6	Q8VIE6
Q8VIE6	Q91WN3
Q8VIJ5	Q8VIJ5
Q8VIJ5	O60502
Q8VIM4	Q8VIM4
Q8VIM4	Q8WZ55
Q8VWF1	Q8VWF1
Q8VWF1	Q9C865
Q8VWG3	Q8VWG3
Q8VWG3	Q9SVY1
Q8VWG3	Q0WT24
Q8VY15	Q8VY15
Q8VY16	Q8VY16
Q8VY21	Q8VY21
Q8VY21	P50586
Q8VY21	O00294
Q8VY21	O75386
Q8VY21	Q86PC9
Q8VY74	Q8VY74
Q8VY74	P08621
Q8VY74	Q62376
Q8VY74	Q16560
Q8VY74	Q42404
Q8VY74	O13829
Q8VY77	Q8VY77
Q8VY88	Q8VY88
Q8VYB9	Q8VYB9
Q8VYB9	F4HZD1
Q8VYB9	Q8H1S7
Q8VYB9	Q9SSE9
Q8VYD4	Q8VYD4
Q8VYF7	Q8VYF7
Q8VYF7	Q9M9S3
Q8VYF7	Q9LL85
Q8VYF7	Q66GR6
